method,seed,path,n_atoms,volume,minimum_distance_angstrom,chgnet_energy_per_atom_ev,chgnet_max_force_ev_ang,accepted_steps,fallback_count,backtracking_count
pos_3,20021,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20021.extxyz,10,106.96216008749546,1.8857344571488153,-8.5183687210083,0.10060139389152699,3,0,0
pos_3,20022,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20022.extxyz,8,332.04912830774845,3.8448325266963908,-8.833829879760742,0.042011427024404926,3,0,0
pos_3,20023,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20023.extxyz,15,205.20272803073664,1.679551636717385,-8.29311752319336,0.27488015218906314,3,0,0
pos_3,20024,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20024.extxyz,4,52.13841223081877,2.5700944965514356,-7.192973613739014,0.1909790378064957,3,0,0
pos_3,20025,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20025.extxyz,20,202.12274207332754,1.9920727071309747,-7.931801795959473,0.36669495245579836,3,0,0
pos_3,20026,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20026.extxyz,14,179.84816637994174,1.618057406757355,-7.231423854827881,0.4707919058205191,3,0,0
pos_3,20027,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20027.extxyz,9,254.47018054147634,2.992028508534445,-6.314601421356201,0.053478484081839146,3,0,0
pos_3,20028,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20028.extxyz,20,246.24488026528934,1.8418394004455603,-9.577544212341309,0.23704110784652202,3,0,0
pos_3,20029,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20029.extxyz,5,161.40139293894228,2.7177782589203914,-9.0587739944458,0.030525661131434356,3,0,0
pos_3,20030,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20030.extxyz,12,147.89579036656687,2.4444229770684225,-6.6024041175842285,0.19411447795188122,3,0,0
pos_3,20031,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20031.extxyz,5,142.97115528345984,2.409314156717109,-7.899659156799316,0.2584155516743946,3,0,0
pos_3,20032,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20032.extxyz,9,184.16307714430738,2.5083509457815953,-7.972105026245117,0.4138228767934134,3,0,0
pos_3,20033,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20033.extxyz,7,286.4671014455628,3.2933894413027143,-6.992893695831299,0.004901071301234952,3,0,0
pos_3,20034,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20034.extxyz,12,180.8041758532416,2.4589882420533273,-7.546218395233154,0.15316830459076272,3,0,0
pos_3,20035,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20035.extxyz,9,123.17480299794826,2.571874460846167,-6.9504804611206055,0.2008665080560772,3,0,0
pos_3,20036,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20036.extxyz,4,60.33089657607327,2.4668161615596493,-12.864076614379883,0.007320835404664073,3,0,0
pos_3,20037,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20037.extxyz,12,186.79316697960553,2.4184790921964314,-7.584293365478516,0.06274977308638359,3,0,0
pos_3,20038,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20038.extxyz,18,232.98756827311166,1.9443853319585207,-7.382079601287842,0.17907767174192957,3,0,0
pos_3,20039,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20039.extxyz,16,152.7427001964983,0.9815547621660513,-6.631520748138428,0.3569274772880246,3,0,0
pos_3,20040,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20040.extxyz,4,114.49519829691127,3.333141502818205,-5.927597522735596,0.0022982358768222797,3,0,0
pos_3,20041,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20041.extxyz,6,67.27764342442387,2.4557557709702142,-7.051774024963379,0.05544053651156266,3,0,0
pos_3,20042,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20042.extxyz,9,262.29848291740564,3.077925362908484,-9.014002799987793,0.05158066384467411,3,0,0
pos_3,20043,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20043.extxyz,6,113.02367515657481,2.823207645154535,-8.319650650024414,0.16323162480764025,3,0,0
pos_3,20044,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20044.extxyz,4,44.37272913994606,2.4674006084119364,-5.991011142730713,0.053005195204942714,3,0,0
pos_3,20045,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20045.extxyz,12,153.18012657857523,2.3303752843238503,-7.175610065460205,0.3404364194791984,3,0,0
pos_3,20046,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20046.extxyz,10,144.41936883379006,2.0468925727895084,-9.610077857971191,0.1296632714195372,3,0,0
pos_3,20047,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20047.extxyz,4,142.7104440067786,3.514596975793257,-6.701992988586426,0.011748127486941035,3,0,0
pos_3,20048,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20048.extxyz,10,144.74377204499692,1.9203313722478672,-9.053308486938477,0.21002358017696052,3,0,0
pos_3,20049,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20049.extxyz,12,151.44120875407714,2.040298719350564,-7.688016891479492,0.016893259679506424,3,0,0
pos_3,20050,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20050.extxyz,10,129.82346497596907,1.9220102882992305,-7.941842555999756,0.14930004019825568,3,0,0
pos_3,20051,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20051.extxyz,7,159.65217016650917,2.283975689971463,-8.753721237182617,0.11216473923673226,3,0,0
pos_3,20052,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20052.extxyz,14,145.77852594741128,1.9075611931207759,-6.554347515106201,0.24439436518471724,3,0,0
pos_3,20053,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20053.extxyz,4,125.27662390316473,3.4371645625866254,-6.9292144775390625,0.003845306471734064,3,0,0
pos_3,20054,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20054.extxyz,6,110.67583180734225,2.6796127323169485,-7.381303310394287,0.0370606018645964,3,0,0
pos_3,20055,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20055.extxyz,12,137.89160228608742,2.439601078116006,-8.55070686340332,0.1565670413154805,3,0,0
pos_3,20056,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20056.extxyz,4,63.94251284198911,2.1917988419261776,-10.716324806213379,0.0312594525399164,3,0,0
pos_3,20057,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20057.extxyz,8,92.08744780141822,2.4480112489092427,-7.711774826049805,0.11808005694339054,3,0,0
pos_3,20058,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20058.extxyz,3,39.08451259073366,2.3303318580934804,-9.84239673614502,0.0053498676888493225,0,3,0
pos_3,20059,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20059.extxyz,10,154.94014546769506,2.101737100700938,-10.342679977416992,0.09220040242230458,3,0,0
pos_3,20060,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20060.extxyz,8,140.8800607129959,1.9079067384433437,-7.660355567932129,0.3288945372487355,3,0,0
pos_3,20061,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20061.extxyz,10,127.47265441825735,1.6216305330946572,-7.708713054656982,0.26701619395358456,3,0,0
pos_3,20062,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20062.extxyz,10,125.95463197465645,2.0727162072171734,-7.6633429527282715,0.03966151987410895,3,0,0
pos_3,20063,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20063.extxyz,8,186.82029157042214,2.7544597459351343,-4.513551712036133,0.021329968342603395,3,0,0
pos_5,20000,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20000.extxyz,8,188.93106729494525,2.4875794797853583,-8.711719512939453,0.22263278331140254,5,0,0
pos_5,20001,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20001.extxyz,12,328.2728840419052,2.3537381810033255,-8.96762466430664,0.24887064070210985,5,0,0
pos_5,20002,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20002.extxyz,4,118.43141281718864,3.2616449044519156,-6.004033088684082,0.032558562081172755,5,0,0
pos_5,20003,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20003.extxyz,9,117.67316483550748,2.3566775961610187,-6.466913223266602,0.20432640499295415,5,0,0
pos_5,20004,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20004.extxyz,4,50.240353733840585,2.3502387066625388,-7.158740043640137,0.13965965404916306,5,0,0
pos_5,20005,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20005.extxyz,9,198.8443526786746,2.7452545871074663,-6.879916191101074,0.08228456707529527,5,0,0
pos_5,20006,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20006.extxyz,14,149.8854365234124,2.1356575370308954,-7.8284478187561035,0.08185077674230087,5,0,0
pos_5,20007,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20007.extxyz,12,171.7652984869858,2.191272861657348,-8.79001522064209,0.21636850876273556,5,0,0
pos_5,20008,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20008.extxyz,4,132.76815677727487,3.0985688529011206,-6.673262596130371,0.12615216012480826,5,0,0
pos_5,20009,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20009.extxyz,4,147.72211866516574,3.3564732871102527,-8.496233940124512,0.16368112622854475,5,0,0
pos_5,20010,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20010.extxyz,10,131.16645009830756,1.3600792622621665,-7.376091957092285,0.08692561711826481,5,0,0
pos_5,20011,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20011.extxyz,5,133.06900736428835,2.5518080419996485,-8.624493598937988,0.0072730668802967755,5,0,0
pos_5,20012,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20012.extxyz,8,257.833685518408,2.880506880758618,-7.884212970733643,0.14036000270229942,5,0,0
pos_5,20013,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20013.extxyz,4,58.1445750770552,2.661318217218515,-8.160248756408691,0.004654440243727764,5,0,0
pos_5,20014,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20014.extxyz,18,225.26275179675693,1.867778155662976,-7.446057319641113,0.17334562155616187,5,0,0
pos_5,20015,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20015.extxyz,20,261.04065038639925,2.10960848348799,-9.397906303405762,0.45811053191348394,5,0,0
pos_5,20016,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20016.extxyz,8,82.1612092564704,2.3076057657368865,-7.415138244628906,0.20675783881754067,5,0,0
pos_5,20017,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20017.extxyz,18,238.12185034056068,1.8720327679047064,-7.435220718383789,0.2000237233431623,5,0,0
pos_5,20018,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20018.extxyz,16,171.48749445254074,1.9728383459435697,-8.136272430419922,0.2772546087189946,5,0,0
pos_5,20019,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20019.extxyz,12,136.37057168500684,2.4206134322397967,-7.4863810539245605,0.18225245487184938,5,0,0
pos_5,20020,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20020.extxyz,16,286.92009175390115,2.50174107268482,-6.6311726570129395,0.2620717622951024,5,0,0
pos_5,20021,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20021.extxyz,10,106.96216008749546,1.8863401524258365,-8.518423080444336,0.09392940393930714,5,0,0
pos_5,20022,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20022.extxyz,8,332.04912830774845,3.8438282741842342,-8.833847045898438,0.04023386965015497,5,0,0
pos_5,20023,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20023.extxyz,15,205.20272803073664,1.6798901421048027,-8.293456077575684,0.22950967493252483,5,0,0
pos_5,20024,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20024.extxyz,4,52.13841223081877,2.5687748237776993,-7.1932291984558105,0.18010996306708185,5,0,0
pos_5,20025,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20025.extxyz,20,202.12274207332754,1.9924545237064202,-7.932787895202637,0.3451561535579529,5,0,0
pos_5,20026,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20026.extxyz,14,179.84816637994174,1.6166458422507504,-7.232388496398926,0.35518457385919194,5,0,0
pos_5,20027,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20027.extxyz,9,254.47018054147634,2.9928501034653396,-6.314620494842529,0.049300240264786584,5,0,0
pos_5,20028,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20028.extxyz,20,246.24488026528934,1.8402635324916754,-9.577804565429688,0.1722345323368592,5,0,0
pos_5,20029,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20029.extxyz,5,161.40139293894228,2.7185480642151503,-9.058778762817383,0.026454262197557223,5,0,0
pos_5,20030,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20030.extxyz,12,147.89579036656687,2.445809937573539,-6.602775573730469,0.18284709115268924,5,0,0
pos_5,20031,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20031.extxyz,5,142.97115528345984,2.412416730211346,-7.900116443634033,0.23432933680659088,5,0,0
pos_5,20032,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20032.extxyz,9,184.16307714430738,2.510352198597747,-7.973071098327637,0.38200383470480836,5,0,0
pos_5,20033,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20033.extxyz,7,286.4671014455628,3.293466431462117,-6.992893695831299,0.004614129466801392,5,0,0
pos_5,20034,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20034.extxyz,12,180.8041758532416,2.4567590018765633,-7.546370506286621,0.13700185864605974,5,0,0
pos_5,20035,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20035.extxyz,9,123.17480299794826,2.5664435792105116,-6.950826168060303,0.181312172715916,5,0,0
pos_5,20036,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20036.extxyz,4,60.33089657607327,2.466867305977096,-12.864076614379883,0.0063810416169663275,5,0,0
pos_5,20037,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20037.extxyz,12,186.79316697960553,2.4197137342223405,-7.584322452545166,0.05875029989627476,5,0,0
pos_5,20038,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20038.extxyz,18,232.98756827311166,1.9431464513669607,-7.382178783416748,0.16395764081139846,5,0,0
pos_5,20039,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20039.extxyz,16,152.7427001964983,0.9815507460993246,-6.632032871246338,0.30604577736003147,5,0,0
pos_5,20040,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20040.extxyz,4,114.49519829691127,3.3331912811619917,-5.927597522735596,0.002212660142825296,5,0,0
pos_5,20041,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20041.extxyz,6,67.27764342442387,2.4571594066411504,-7.051793098449707,0.050880347554180014,5,0,0
pos_5,20042,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20042.extxyz,9,262.29848291740564,3.078615838398867,-9.014026641845703,0.045958029446438675,5,0,0
pos_5,20043,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20043.extxyz,6,113.02367515657481,2.8206136880036263,-8.319924354553223,0.15296575315850272,5,0,0
pos_5,20044,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20044.extxyz,4,44.37272913994606,2.468106281601647,-5.991036891937256,0.047333777575276535,5,0,0
pos_5,20045,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20045.extxyz,12,153.18012657857523,2.327906548858237,-7.1760053634643555,0.33540156333314347,5,0,0
pos_5,20046,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20046.extxyz,10,144.41936883379006,2.0451426272791613,-9.610222816467285,0.10128260426826051,5,0,0
pos_5,20047,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20047.extxyz,4,142.7104440067786,3.5147238138627923,-6.7019944190979,0.011204721049429826,5,0,0
pos_5,20048,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20048.extxyz,10,144.74377204499692,1.9152551362171277,-9.053481101989746,0.12882121782109968,5,0,0
pos_5,20049,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20049.extxyz,12,151.44120875407714,2.040370022488612,-7.6880202293396,0.014453883016173123,5,0,0
pos_5,20050,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20050.extxyz,10,129.82346497596907,1.9205611295261982,-7.942030429840088,0.09331380410611008,5,0,0
pos_5,20051,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20051.extxyz,7,159.65217016650917,2.287802472647445,-8.753807067871094,0.07007397598280796,5,0,0
pos_5,20052,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20052.extxyz,14,145.77852594741128,1.908258422361283,-6.554584503173828,0.2491765630799762,5,0,0
pos_5,20053,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20053.extxyz,4,125.27662390316473,3.4372567053530463,-6.9292144775390625,0.0037459467434516635,5,0,0
pos_5,20054,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20054.extxyz,6,110.67583180734225,2.6800596327133546,-7.381315231323242,0.03418721775582507,5,0,0
pos_5,20055,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20055.extxyz,12,137.89160228608742,2.4430334680211363,-8.55087661743164,0.14394268714273212,5,0,0
pos_5,20056,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20056.extxyz,4,63.94251284198911,2.192167730838092,-10.71633243560791,0.02256222159337496,5,0,0
pos_5,20057,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20057.extxyz,8,92.08744780141822,2.4504080548660374,-7.71184778213501,0.10567081878839377,5,0,0
pos_5,20058,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20058.extxyz,3,39.08451259073366,2.330373549954625,-9.84239673614502,0.004299330543792064,2,3,0
pos_5,20059,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20059.extxyz,10,154.94014546769506,2.102894496875771,-10.342751502990723,0.07550926562329335,5,0,0
pos_5,20060,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20060.extxyz,8,140.8800607129959,1.9138984258795522,-7.660820007324219,0.31819305375694595,5,0,0
pos_5,20061,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20061.extxyz,10,127.47265441825735,1.620565768612351,-7.7090325355529785,0.17203576234644477,5,0,0
pos_5,20062,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20062.extxyz,10,125.95463197465645,2.072576058101032,-7.663359642028809,0.035077828797848695,5,0,0
pos_5,20063,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20063.extxyz,8,186.82029157042214,2.755205984698115,-4.513556003570557,0.02020569874278966,5,0,0
poscell_1,20000,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20000.extxyz,8,188.94835916140698,2.4920112816635065,-8.710899353027344,0.25831845769918793,1,0,0
poscell_1,20001,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20001.extxyz,12,327.79167008250033,2.36596163290513,-8.966901779174805,0.29980319375040937,1,0,0
poscell_1,20002,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20002.extxyz,4,118.46207887173081,3.2611459757257,-6.004027843475342,0.0360653538218881,1,0,0
poscell_1,20003,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20003.extxyz,9,117.63653312971383,2.3574957551552878,-6.4661784172058105,0.3178845044261699,1,0,0
poscell_1,20004,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20004.extxyz,4,50.197426593951555,2.343744176922051,-7.158400058746338,0.19309024288341117,1,0,0
poscell_1,20005,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20005.extxyz,9,198.69192484126202,2.746653305068354,-6.879909515380859,0.08993232014216955,1,0,0
poscell_1,20006,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20006.extxyz,14,149.883703427387,2.1367291876626155,-7.828384876251221,0.0987782215552993,1,0,0
poscell_1,20007,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20007.extxyz,12,171.8907826712427,2.1791777073687615,-8.789078712463379,0.34484432843451107,1,0,0
poscell_1,20008,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20008.extxyz,4,132.74056162337794,3.095043510853651,-6.672915935516357,0.1458230129400779,1,0,0
poscell_1,20009,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20009.extxyz,4,147.7050199938946,3.361316649825459,-8.495699882507324,0.17215697521868847,1,0,0
poscell_1,20010,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20010.extxyz,10,131.09765010982923,1.3402522767660934,-7.375121116638184,0.4795262270654253,1,0,0
poscell_1,20011,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20011.extxyz,5,132.9365093118068,2.5507346191037388,-8.62470817565918,0.009297142154723558,1,0,0
poscell_1,20012,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20012.extxyz,8,257.9603701597279,2.8879586764380285,-7.883808612823486,0.15991442487104665,1,0,0
poscell_1,20013,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20013.extxyz,4,58.20330564545995,2.6620501985020746,-8.160367012023926,0.006594682252980809,1,0,0
poscell_1,20014,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20014.extxyz,18,225.3071078763609,1.880412665640612,-7.445683002471924,0.24947254005339994,1,0,0
poscell_1,20015,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20015.extxyz,20,261.34766703136194,2.1124566352994725,-9.390898704528809,0.6550702192594178,1,0,0
poscell_1,20016,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20016.extxyz,8,82.33278703006137,2.318198622021738,-7.414464473724365,0.24486015347400347,1,0,0
poscell_1,20017,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20017.extxyz,18,238.00595754599559,1.86709062008823,-7.4342570304870605,0.24771503220284435,1,0,0
poscell_1,20018,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20018.extxyz,16,171.23047011920522,1.9864260137544714,-8.1356782913208,0.46299032314020794,1,0,0
poscell_1,20019,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20019.extxyz,12,136.10037456594998,2.4167454533505945,-7.486175537109375,0.22196750134256327,1,0,0
poscell_1,20020,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20020.extxyz,16,286.9785730561246,2.5066231148048237,-6.629931449890137,0.3340968335940754,1,0,0
poscell_1,20021,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20021.extxyz,10,106.52725109409457,1.8818701855817215,-8.519850730895996,0.11012727083242363,1,0,0
poscell_1,20022,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20022.extxyz,8,332.0022895254229,3.845672218328305,-8.833818435668945,0.043821544897318515,1,0,0
poscell_1,20023,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20023.extxyz,15,205.36751136436885,1.676429417699496,-8.292640686035156,0.3191429834852805,1,0,0
poscell_1,20024,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20024.extxyz,4,51.969283973988134,2.5669432089103013,-7.193810939788818,0.2058410243017804,1,0,0
poscell_1,20025,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20025.extxyz,20,202.18896908198033,1.991897233844463,-7.930351257324219,0.5031979481648203,1,0,0
poscell_1,20026,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20026.extxyz,14,180.0390060429466,1.6230758816466224,-7.229410648345947,0.7536783166596188,1,0,0
poscell_1,20027,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20027.extxyz,9,254.54032390257845,2.991572407390717,-6.314608097076416,0.05801850080731938,1,0,0
poscell_1,20028,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20028.extxyz,20,246.14895744801316,1.836302594490099,-9.577159881591797,0.3726702435322075,1,0,0
poscell_1,20029,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20029.extxyz,5,161.20850861188998,2.7158036916254993,-9.059147834777832,0.03731343741848774,1,0,0
poscell_1,20030,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20030.extxyz,12,147.78176862642306,2.4422660819777122,-6.602048873901367,0.20794322678517937,1,0,0
poscell_1,20031,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20031.extxyz,5,142.96662007543048,2.405929584601729,-7.899118900299072,0.2794066584387395,1,0,0
poscell_1,20032,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20032.extxyz,9,184.13667298702575,2.506179725349202,-7.971039295196533,0.4416298947008321,1,0,0
poscell_1,20033,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20033.extxyz,7,286.53163297582034,3.293566488663722,-6.992910385131836,0.005198404612543152,1,0,0
poscell_1,20034,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20034.extxyz,12,180.57894291920374,2.460872668516206,-7.5462141036987305,0.16912932380573667,1,0,0
poscell_1,20035,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20035.extxyz,9,123.09612567055342,2.577197139434316,-6.950125694274902,0.22197582386166828,1,0,0
poscell_1,20036,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20036.extxyz,4,60.42170680012734,2.467528561089698,-12.864363670349121,0.008750354952180966,1,0,0
poscell_1,20037,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20037.extxyz,12,186.73275538276457,2.416970782485477,-7.5842742919921875,0.06767686076179777,1,0,0
poscell_1,20038,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20038.extxyz,18,233.0281855833825,1.9405545513628477,-7.38196325302124,0.20540840966193433,1,0,0
poscell_1,20039,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20039.extxyz,16,152.44380972147658,0.9803018858061264,-6.631124019622803,0.4018836288858776,1,0,0
