method,seed,num_atoms,formula,elements,num_elements,min_distance,nearest_neighbor_p05,nearest_neighbor_median,nearest_neighbor_mean,pairs_lt_1A,pairs_lt_1p5A,pairs_lt_2A,mean_neighbors_lt_3A,relaxed_min_distance,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,cell_length_min,cell_length_max,cell_length_aspect_ratio,cell_volume,cell_volume_per_atom,cell_determinant,cell_condition_number,relaxation_volume_change_fraction,initial_atomic_force_mean,initial_max_force,e_hull,stable,nus,novel,unique,rmsd,atomic_force_mean,relaxation_steps,severe
C0,83148,20,Eu7F3O10,Eu;F;O,3,1.4947630484799872,1.4947630484799872,2.293204062907087,2.1507328824384744,0,1,2,6.3,1.4857250317622621,5.897704726884754,6.754768086663142,9.032167434692383,98.40287016286143,94.9215638636697,114.22112385718751,5.897704726884754,9.032167434692383,1.5314716237859696,320.3582443500504,16.01791221750252,320.3582443500504,1.9663027835563265,0.01458104939086734,0.2012394503111002,0.3753125945442957,0.17737561274543268,False,False,True,True,0.02774729505336319,0.2012394503111002,61,False
C0,83149,12,GdNi10Pb,Gd;Ni;Pb,3,2.4043682916421014,2.4043682916421014,2.405815927366236,2.4773833824061535,0,0,0,6.0,2.3963628926791762,4.868360207912942,4.8676525170846014,7.888230800628662,89.98833654213772,89.96115239165339,120.00605561669774,4.8676525170846014,7.888230800628662,1.6205410663440671,161.87725215711154,13.489771013092628,161.87725215711154,2.2918357995347485,-0.0002102975800012476,0.04026803875837503,0.08448121264751057,0.17620842774577028,False,False,True,True,0.0023636076275179844,0.04026803875837503,32,False
C0,83150,12,Fe9Sm3,Fe;Sm,2,2.450883161793678,2.450883161793678,2.4707953485030525,2.595321629362814,0,0,0,5.5,2.4638751029866994,5.106634593783376,5.108674509845995,8.711006164550781,73.25386657831615,73.2781816717882,60.31678926465878,5.106634593783376,8.711006164550781,1.7058213202008288,186.16447037212419,15.513705864343683,186.16447037212419,2.5149275500095922,0.02041400482747287,0.0656844751107258,0.10855400986670966,0.014710837042644087,True,False,False,True,0.0035650755367698864,0.0656844751107258,19,False
C0,83151,4,Fe3Ge,Fe;Ge,2,2.474343535879294,2.474343535879294,2.474508381921707,2.4745537302753915,0,0,0,3.0,2.474343535879294,4.045612854758674,4.046279033978045,4.045690536499023,59.9696632764224,59.99490039035755,59.98206059407187,4.045612854758674,4.046279033978045,1.000164667071044,46.81041863773226,11.702604659433065,46.81041863773226,2.0011549255871492,0.0,0.020193648801174018,0.023854015666864143,0.028817032867431536,True,False,False,True,0.001632223802702118,0.020193648801174018,1,False
C0,83152,12,Cu4Eu4Ni4,Cu;Eu;Ni,3,2.478583816155686,2.478583816155686,2.4801544533220055,2.63343763282254,0,0,0,4.0,2.477115787790402,4.261156627172029,7.015282975084023,7.319148063659668,89.98205276657241,89.98975039053133,90.02792431665905,4.261156627172029,7.319148063659668,1.717643518895271,218.79285969272607,18.23273830772717,218.79285969272607,1.7176448497541548,-0.006919145591679689,0.07076074278729065,0.12583320683070984,0.08082151692057238,True,True,True,True,0.012154600804996316,0.07076074278729065,20,False
C0,83153,12,H4Fe3Ni5,Fe;H;Ni,3,1.7920619535200513,1.7920619535200513,1.8209302260688829,1.825695682395936,0,0,24,9.666666666666666,1.7605838924457209,4.470612374626302,5.1469090717451484,5.213803768157959,119.31231392667753,89.33700285128265,106.67683090202706,4.470612374626302,5.213803768157959,1.1662392825085357,99.00768802236816,8.25064066853068,99.00768802236816,1.9215933023858796,-0.015827840733026528,0.09031103627962529,0.16579362735846545,0.04565908075195324,True,True,True,True,0.036306959476554976,0.09031103627962529,23,False
C0,83154,11,Eu3NO7,Eu;N;O,3,1.244522972175367,1.244522972175367,2.2156316586431744,1.9339295618047054,0,3,3,5.636363636363637,1.24886699999441,3.631622276815002,7.091047492186094,6.767622470855713,67.4372624838725,74.34272102488907,75.1449546166603,3.631622276815002,7.091047492186094,1.9525839835978398,152.66261329910876,13.87841939082807,152.66261329910876,2.4260697189381193,0.03507919023328481,0.37446518362257136,0.9823613408920995,0.05823569273753293,True,True,True,True,0.0805845898022226,0.37446518362257136,66,False
C0,83155,12,Co3Eu5P4,Co;Eu;P,3,2.249928044028284,2.249928044028284,2.502905569709256,2.587322222819965,0,0,0,1.1666666666666667,2.2714860603754556,3.9014647490472836,3.901587031026867,19.762447357177734,89.99397144755085,89.99097982464612,120.02728258295748,3.9014647490472836,19.762447357177734,5.065391751137471,260.44790481289175,21.70399206774098,260.44790481289175,7.166389165325977,0.021783615369952516,0.09211231934432446,0.22964012821746138,-0.03766242702734246,True,True,True,True,0.0363669100751061,0.09211231934432446,46,False
C0,83156,10,Eu4Lu2O4,Eu;Lu;O,3,2.2155466898846474,2.2155466898846474,2.340156933073371,2.3298217992258925,0,0,0,2.4,2.055920240249007,6.814241965612521,6.82811056012959,6.940033912658691,111.54172154247289,95.4696108847024,121.97090728869787,6.814241965612521,6.940033912658691,1.018460152674497,236.99678908879142,23.699678908879143,236.99678908879142,2.276087218708833,0.11428563351709549,0.847811839196887,1.7932275324020877,0.2579868313886706,False,False,True,True,1.6850458519986173,0.847811839196887,217,True
C0,83157,12,Eu4FO7,Eu;F;O,3,2.335302672258107,2.335302672258107,2.3438021828426523,2.361882392737479,0,0,0,6.0,2.3412726338959247,3.8913708663235576,5.568795165558315,7.782925128936768,90.07081107059835,89.95797634732148,90.03965175470348,3.8913708663235576,7.782925128936768,2.0000471289671307,168.65769755791663,14.054808129826386,168.65769755791663,2.0000505610290933,-0.0019924725495252763,0.07312928584193802,0.2319756881916896,0.029184075434571355,True,True,True,True,0.012985129435996265,0.07312928584193802,33,False
C0,83158,4,CdEu2Zn,Cd;Eu;Zn,3,3.190381615830093,3.190381615830093,3.1909259219941277,3.191137126291515,0,0,0,0.0,3.3421486498231894,5.224114844005764,5.230558375826743,5.231631755828857,60.022304293041344,59.925205306918386,59.93674555535368,5.224114844005764,5.231631755828857,1.001438887169894,100.9955035564194,25.24887588910485,100.9955035564194,2.0044909071300547,0.15050493821408462,0.048168950353524705,0.06786754913663304,0.029060217460937565,True,False,False,True,0.001987645726429461,0.048168950353524705,7,False
C0,83159,10,Cu2Mn2O6,Cu;Mn;O,3,1.9364510769276821,1.9364510769276821,1.9400015902183239,1.9503783683533258,0,0,18,8.6,1.945898020348687,5.012924850770583,5.015004887242557,5.4226789474487305,62.41082380835594,62.420347187118246,60.03895420104556,5.012924850770583,5.4226789474487305,1.081739525102827,99.7986928143695,9.979869281436951,99.7986928143695,2.0294304828773213,0.008029237092757529,0.12029399461250392,0.2657668453292192,0.053765584203127936,True,False,False,True,0.01880734034952812,0.12029399461250392,45,False
C0,83160,4,Eu2Ga2,Eu;Ga,2,2.6728108032010014,2.6728108032010014,2.9764815548034935,2.976991512307572,0,0,0,0.5,2.65133526421585,3.639542778410572,5.32433125722348,6.332062721252441,114.68170273391902,106.66450832247232,90.01935278242661,3.639542778410572,6.332062721252441,1.7397962070438204,105.78960617002735,26.44740154250684,105.78960617002735,2.156804572177786,-0.005849991442175217,0.10976445453766741,0.14226560274491268,0.05824782732055667,True,True,True,True,0.06347201070162342,0.10976445453766741,26,False
C0,83161,6,Fe5Ga,Fe;Ga,2,2.4297844243562605,2.4297844243562605,2.434887996355944,2.459096371436272,0,0,0,5.0,2.435239166501473,4.058983901502992,4.055822224743008,4.79189920425415,90.0718629241164,115.14099237065555,89.95958144269225,4.055822224743008,4.79189920425415,1.1814864998324188,71.41333729403637,11.902222882339395,71.41333729403637,1.6240689273662323,0.005227849109625775,0.03739392127094165,0.06365990574580596,0.019897597483724994,True,False,False,True,0.003185652360383633,0.03739392127094165,4,False
C0,83162,5,CHMn3,C;H;Mn,3,1.7223676747072774,1.7223676747072774,1.7462893467191414,1.814466200632527,0,0,4,3.2,1.6803965636430402,2.8379265955438733,2.841276166939309,6.634542942047119,102.28719837134466,90.08425971093651,119.94739809584748,2.8379265955438733,6.634542942047119,2.337813441850368,44.92406124074447,8.984812248148895,44.92406124074447,3.407011556271198,-0.04122687097452458,0.08380678888128575,0.12255836841099428,0.22972177401853866,False,False,True,True,0.040079380060647596,0.08380678888128575,18,False
C0,83163,14,Fe2GaMn2O9,Fe;Ga;Mn;O,4,1.3479035335041014,1.3479035335041014,1.9259447393838611,1.863340006843625,0,1,15,9.142857142857142,1.307460047852731,5.74439507583122,5.977167122341184,6.640313148498535,116.4852680574154,123.01217103867528,90.41013554932877,5.74439507583122,6.640313148498535,1.1559638675335495,161.3399575575997,11.524282682685692,161.3399575575997,2.4435762112680317,0.05651292511048608,0.9074801378274812,4.046093190664072,0.5354173076171866,False,False,True,True,0.16964165055195907,0.9074801378274812,213,True
C0,83164,14,H2Eu8Si4,Eu;H;Si,3,2.362998190482839,2.362998190482839,2.5192754385767966,2.5568643789871346,0,0,0,2.0,2.433331040951197,7.4213586769118045,8.077011317161821,7.487260341644287,105.20337479491747,112.73626027451483,106.00211779192499,7.4213586769118045,8.077011317161821,1.0883467123465926,361.8307344079657,25.845052457711834,361.8307344079657,1.8777244548049181,0.03260386239421053,0.09498300105509552,0.1850251333502957,0.16236911304175905,False,False,True,True,0.09537757351940813,0.09498300105509552,67,False
C0,83165,15,Eu6O4S5,Eu;O;S,3,2.1593804090023294,2.1593804090023294,2.3195643863307445,2.3990879174666238,0,0,0,3.066666666666667,2.1121940682339937,4.0796890727923705,6.94302027296529,11.34011459350586,91.86002004026008,89.97096737007625,89.98447065373351,4.0796890727923705,11.34011459350586,2.779651682069007,321.04357389691893,21.40290492646126,321.04357389691893,2.780529266093583,-0.003959687551962831,0.21519534036374333,0.5809475362487366,0.02438818426446865,True,True,True,True,0.06664648048505724,0.21519534036374333,84,False
C0,83166,11,F6Gd3O2,F;Gd;O,3,2.0621085208390673,2.0621085208390673,2.21301089989055,2.2010694981521763,0,0,0,5.2727272727272725,2.1657787503906443,6.021026951151601,6.072100686170529,5.960744380950928,107.45165468676115,107.14402929339691,73.57093125587748,5.960744380950928,6.072100686170529,1.0186816105678795,194.08692725441918,17.644266114038107,194.08692725441918,1.5145016778406089,0.0116077826167478,0.5985306450611216,1.7214703852471271,0.12436731262251577,False,False,True,True,0.09134073045618885,0.5985306450611216,94,True
C0,83167,10,EuFe3O6,Eu;Fe;O,3,1.9008489823556174,1.9008489823556174,1.9708643591620598,1.9856021981252117,0,0,6,4.4,1.8801357248124697,3.3187664451240093,4.888650885599643,8.02785873413086,95.93015016608086,90.0133145432009,89.97473763377947,3.3187664451240093,8.02785873413086,2.418928498546661,129.5492958006507,12.95492958006507,129.5492958006507,2.426451911078906,0.004998605751518794,0.16932225681381988,0.41625523148236193,0.13809568794271243,False,False,True,True,0.026080518438868983,0.16932225681381988,36,False
C0,83168,4,Eu2GaPb,Eu;Ga;Pb,3,3.3938399478845516,3.3938399478845516,3.3940699624679422,3.3940699624679422,0,0,0,0.0,3.392121612522808,5.546692455544627,5.544222276646991,5.54542875289917,60.0116522158145,60.0040272314593,60.00208600063367,5.544222276646991,5.546692455544627,1.000445541101056,120.60162193970956,30.15040548492739,120.60162193970956,1.9998992537079954,-0.001728830786978002,0.0023030448694436978,0.004023963690802888,0.04563903395629865,True,False,False,True,0.0012214247715357067,0.0023030448694436978,2,False
C0,83169,9,CdEu5Pt3,Cd;Eu;Pt,3,2.979276175132157,2.979276175132157,3.0034153216703263,3.0664825156229027,0,0,0,0.4444444444444444,2.949874109275125,4.491189988984504,7.854621443041576,7.910728931427002,119.71420162957567,90.00687367515172,90.0323297860518,4.491189988984504,7.910728931427002,1.7613881734750847,242.36909312178454,26.929899235753837,242.36909312178454,2.1465416635617203,-0.005368308151482507,0.06749583282856259,0.14032364039065479,0.016124254762974743,True,True,True,True,0.03405875817395393,0.06749583282856259,27,False
C0,83170,4,Eu3Nd,Eu;Nd,2,3.8623824053489564,3.8623824053489564,3.873409833941248,3.8788228293583162,0,0,0,0.0,3.8088047481365246,3.887610277522319,6.364355563047293,6.828383445739746,89.9556540872736,89.98834337174108,90.01987835510788,3.887610277522319,6.828383445739746,1.7564475238736283,168.94871460020187,42.23717865005047,168.94871460020187,1.756451244480036,-0.03621473853165032,0.016519894666903144,0.03131155443959466,0.07695072128906233,True,False,False,True,0.0017695434230484467,0.016519894666903144,6,False
C0,83171,12,F3Li2MnNi3O3,F;Li;Mn;Ni;O,5,2.0033611402676272,2.0033611402676272,2.084251367140742,2.0993154829631706,0,0,0,2.8333333333333335,1.966588794821599,3.0400179513042254,3.047677308587755,14.953165054321289,90.00804846759179,89.984723370424,119.99484115602117,3.0400179513042254,14.953165054321289,4.918775248648153,119.98624080389666,9.998853400324721,119.98624080389666,6.946932466719598,0.06745548559170454,0.45848530899163215,1.0296192253010188,0.3091139113962127,False,False,True,True,0.2623968245626079,0.45848530899163215,142,True
C0,83172,8,HFe5Rh2,Fe;H;Rh,3,1.8546329541733282,1.8546329541733282,1.8960848013223757,2.144034233265272,0,0,4,4.5,1.710121336535019,2.6623597500655665,4.571786664853622,7.89724588394165,84.73374210730225,90.06012865422743,73.01171595339943,2.6623597500655665,7.89724588394165,2.966257991147576,91.50160926389769,11.437701157987211,91.50160926389769,3.174553445247413,0.03533133535049805,0.10266551094092721,0.2058762429730315,0.1207952747314458,False,False,True,True,0.059728631679994995,0.10266551094092721,46,False
C0,83173,8,N2O6,N;O,2,1.2565757230617007,1.2565757230617007,1.2633364660031257,1.262277483227804,0,6,6,3.0,1.2508972959957476,4.908603190786598,4.914711818695551,6.154325485229492,102.1629501136716,102.39220616691408,116.98603164474973,4.908603190786598,6.154325485229492,1.2537834585572334,120.85516344816722,15.106895431020902,120.85516344816722,2.002263358696562,0.12423842572573428,0.6775417713311029,0.9610256311334936,0.023547474416504066,True,True,True,True,0.0176653647256259,0.6775417713311029,36,False
C0,83174,16,Co4Mn6Zn6,Co;Mn;Zn,3,2.43497310679347,2.43497310679347,2.5438337164532343,2.5375659536183264,0,0,0,9.0,2.414649245657538,4.555618514613785,4.992763982540549,8.942017555236816,88.34420742059382,90.22163532959983,90.12977609782945,4.555618514613785,8.942017555236816,1.9628547751643555,203.3004174884588,12.706276093028675,203.3004174884588,1.963277134940593,0.0008360215338561151,0.08716015663134925,0.14581374772156774,0.1319423764529306,False,False,True,True,0.02938910651708504,0.08716015663134925,24,False
C0,83175,11,Eu5Ge4Mg2,Eu;Ge;Mg,3,2.8482379540196527,2.8482379540196527,3.055855545171634,2.982195328137566,0,0,0,0.7272727272727273,2.808002639041691,4.589937772333757,9.027617210167582,9.024470329284668,59.877880858007096,75.27039854229685,75.27633447222425,4.589937772333757,9.027617210167582,1.9668277998412784,309.21197597829394,28.11017963439036,309.21197597829394,2.5650152468847867,-0.02696932593331766,0.11992610092327759,0.15479313054898333,0.08017370558238568,True,True,True,True,0.03369519320974706,0.11992610092327759,36,False
C0,83176,11,Eu2Nb2O7,Eu;Nb;O,3,1.8760195549533376,1.8760195549533376,1.883168915684855,1.994680031328822,0,0,8,5.636363636363637,1.8803562822657065,5.628811000378184,6.188750415843332,6.1888837814331055,110.81382015244219,96.44265384769359,96.42201960606441,5.628811000378184,6.1888837814331055,1.0995010813149155,197.559870767036,17.959988251548726,197.559870767036,1.5483074593740178,-0.0031827142476744813,0.11526415606083087,0.3944025837006623,-0.001168855759942744,True,False,False,True,0.011034857333066658,0.11526415606083087,28,False
C0,83177,5,HFe2IrNi,Fe;H;Ir;Ni,4,1.8349054085556997,1.8349054085556997,1.873575410655564,2.008065628631475,0,0,3,3.6,1.8606955368471407,3.672128660076959,3.747285252644097,3.7499351501464844,89.96163050150788,89.95908284012818,89.9542470640562,3.672128660076959,3.7499351501464844,1.0211883888806594,51.600992373045926,10.320198474609185,51.600992373045926,1.0213497399667313,0.01904330763636587,0.0018511691602297671,0.002934442511380995,0.07214597913020881,True,False,False,True,0.0009060659337444774,0.0018511691602297671,4,False
C0,83178,6,Fe5Pt,Fe;Pt,2,2.3595412589189695,2.3595412589189695,2.3603187640284746,2.497497822062647,0,0,0,5.0,2.3676647535339685,4.735647436945582,4.736046311909215,4.734676837921143,120.00273776738759,119.94854367224355,90.04742466778862,4.734676837921143,4.736046311909215,1.0002892433918835,75.1121966361309,12.518699439355151,75.1121966361309,2.413113358952048,0.00912123838321973,0.020570358380670246,0.03322647497237406,0.09994198210937633,True,True,True,True,0.0020339485368796825,0.020570358380670246,4,False
C0,83179,5,EuMn2P2,Eu;Mn;P,3,2.2835866433864136,2.2835866433864136,2.287947405156521,2.418747460701358,0,0,0,2.8,2.265016424305178,3.8324742961756324,3.830448443609161,6.851807117462158,89.96981989620586,90.05060737858213,120.03258725901179,3.830448443609161,6.851807117462158,1.7887741391987473,87.08066918124844,17.41613383624969,87.08066918124844,2.5302876803604697,0.0009065003559383146,0.16148256207538986,0.39942525441823157,0.1274416693613194,False,False,False,True,0.022420830879892342,0.16148256207538986,17,False
C0,83180,12,Co6Ge2Mn2N2,Co;Ge;Mn;N,4,1.7694989900925904,1.7694989900925904,1.8473794617117796,1.919584092630725,0,0,10,9.0,1.8128588559031495,5.6580421448033125,5.104637112337626,5.555552005767822,91.36905920618561,67.3729860364286,74.90985282167807,5.104637112337626,5.6580421448033125,1.1084122182021787,141.60708740193223,11.800590616827686,141.60708740193223,1.683303830593284,-0.007341713162458963,0.3037832558934512,0.6530255745693978,0.2142329500748703,False,False,True,True,0.13023085062240414,0.3037832558934512,92,False
C0,83181,14,CoFe6O7,Co;Fe;O,3,1.9822219426987102,1.9822219426987102,2.0454427568376343,2.041304449501547,0,0,1,7.428571428571429,1.9508796767777616,5.352997422825296,5.413081429411587,6.140392780303955,90.69516548875065,90.86091368665909,111.03822861601407,5.352997422825296,6.140392780303955,1.1470942904103014,166.0169810351679,11.858355788226278,166.0169810351679,1.4571615696165934,0.032169223695826234,0.21735774860928123,0.39157204736117734,1.3378470241782905,False,False,True,True,0.06939342034410995,0.21735774860928123,53,False
C0,83182,12,Eu2Li2Mn2O6,Eu;Li;Mn;O,4,1.9356053237589883,1.9356053237589883,2.1397088088246967,2.0931624217117593,0,0,2,4.166666666666667,1.994575765882956,3.3822191002900763,6.534174462477339,6.987337112426758,103.95299354954241,104.02396452810413,90.11362261199703,3.3822191002900763,6.987337112426758,2.0659031556611716,145.0974934100589,12.091457784171574,145.0974934100589,2.34448965163051,0.02006883211324268,0.15438697847397892,0.30118448804332854,0.08499578604329905,True,True,True,True,0.020241107057020494,0.15438697847397892,39,False
C0,83183,16,AlFe11Ga2Mn2,Al;Fe;Ga;Mn,4,2.4170766377171784,2.4170766377171784,2.4743140474873746,2.465809870073688,0,0,0,11.0,2.4264739262436423,5.739298762302454,5.882589491533034,5.745502471923828,89.85534594078884,90.54618543451043,90.01515186353843,5.739298762302454,5.882589491533034,1.0249665917675796,193.9698641439393,12.123116508996207,193.9698641439393,1.0294566291620486,0.007852644241916529,0.052612375259993543,0.14439873422431374,0.087556167437576,True,True,True,True,0.013897656803497981,0.052612375259993543,37,False
C0,83184,10,H2Al2Fe6,Al;Fe;H,3,1.7216672264376287,1.7216672264376287,1.8229984242966135,1.9174910109092138,0,0,11,8.2,1.7107856663327747,5.213014582388627,5.053380193276746,5.216733932495117,104.76665836280608,120.42745340612149,104.79972479967704,5.053380193276746,5.216733932495117,1.0323256380819523,101.67207281318925,10.167207281318925,101.67207281318925,2.234560026415969,0.0015350249503343896,0.06376855041503077,0.11576925524473498,0.09138352752148471,True,True,True,True,0.014293828785147589,0.06376855041503077,16,False
C0,83185,2,Fe2,Fe,1,2.388000069291024,2.388000069291024,2.388000069291024,2.388000069291024,0,0,0,1.0,2.4543289319974777,2.463952216898907,2.4587822127474723,3.852834939956665,89.87366450599055,90.05428885289525,119.91512064130531,2.4587822127474723,3.852834939956665,1.566968770142298,20.231735301987356,10.115867650993678,20.231735301987356,2.210879842819593,0.04738019103447888,0.01835894440356675,0.018358951107310024,0.13979240445800833,False,False,False,True,0.001971708809802655,0.01835894440356675,24,False
C0,83186,18,Fe5LiNi2O9Zn,Fe;Li;Ni;O;Zn,5,1.9002302095707144,1.9002302095707144,2.0167557570365533,2.017535706059282,0,0,3,6.777777777777778,1.9576180540052637,3.137289769122442,8.065189472929763,8.039535522460938,105.48246370529161,90.18692429967888,90.24527460063375,3.137289769122442,8.065189472929763,2.570750573411568,196.037432900778,10.890968494487666,196.037432900778,2.8890936186807736,0.003063878307814643,0.2354539054311717,0.6535906533856877,0.16355665226707483,False,False,True,True,0.048951590046416256,0.2354539054311717,63,False
C0,83187,15,As7Eu8,As;Eu,2,2.9571405298486364,2.9571405298486364,2.961080597420624,2.967318426346812,0,0,0,3.066666666666667,2.982418598395761,7.795738015164761,8.918271070214045,8.969449996948242,120.14276879999959,125.25575187225817,72.7749619719984,7.795738015164761,8.969449996948242,1.1505581613312688,440.3432209633089,29.35621473088726,440.3432209633089,2.3212298865364587,0.0393766512459374,0.13700892671219422,0.23901993765586355,0.1337704690494803,False,False,True,True,0.05469599891131965,0.13700892671219422,70,False
C0,83188,4,HEuSbZn,Eu;H;Sb;Zn,4,1.7001077767578494,1.7001077767578494,2.1416491199083083,2.162645927365759,0,0,1,1.5,1.702938557118983,4.463429838994256,4.458448163565694,4.795740604400635,89.94389249934018,90.06385793828963,120.04000241197936,4.458448163565694,4.795740604400635,1.0756524307249515,82.61582193424904,20.65395548356226,82.61582193424904,1.733454430303647,0.015026570194949528,0.11858681216007785,0.19292722692578176,-0.0717569410461758,True,True,True,True,0.04923425797996023,0.11858681216007785,18,False
C0,83189,12,Fe9Tm3,Fe;Tm,2,2.4386604540275125,2.4386604540275125,2.4409160279760087,2.559516193450213,0,0,0,6.833333333333333,2.448790270307585,5.043100552148316,5.041561696256845,8.495240211486816,72.76927870874543,72.7894556062431,59.97131609981878,5.041561696256845,8.495240211486816,1.6850414064741464,175.738076318473,14.644839693206082,175.738076318473,2.507745659816437,0.01069589223418777,0.04383662779900313,0.06138183747363222,0.002175864353841206,True,False,False,True,0.0014610590325481194,0.04383662779900313,20,False
C0,83190,5,Au2Eu2Sn,Au;Eu;Sn,3,2.873273177337671,2.873273177337671,2.9722130936348514,3.0248077240010183,0,0,0,1.2,2.8511449661653905,3.746497280260344,4.737739157040955,7.934502124786377,107.2246658593705,89.96160317874447,89.9537962707792,3.746497280260344,7.934502124786377,2.11784542500322,134.52033262722088,26.904066525444176,134.52033262722088,2.165376706585324,-0.010915391163942006,0.03879892089625732,0.08211621058032878,0.04220882677343418,True,True,True,True,0.0033824396394240243,0.03879892089625732,12,False
C0,83191,9,Eu6In2Zn,Eu;In;Zn,3,3.1891497297241567,3.1891497297241567,3.552689621424888,3.3947394824721777,0,0,0,0.0,3.1402746292514228,4.176673414262345,9.425257082544741,9.42985725402832,119.97956680788687,89.99825397605294,89.98009250157195,4.176673414262345,9.42985725402832,2.2577435003243496,321.55022547103357,35.72780283011484,321.55022547103357,2.7642012947984953,-0.04562638969306575,0.026761906131226223,0.06417103110620945,0.034944074802519154,True,True,True,True,0.002145658795118346,0.026761906131226223,11,False
C0,83192,4,Eu3Ga,Eu;Ga,2,3.1482462396510087,3.1482462396510087,3.149520436973157,3.2208776582469025,0,0,0,0.0,3.1453827284379803,3.850495297639714,5.698953601079287,6.984408855438232,114.11196475552313,105.99766366250095,90.00554810483773,3.850495297639714,6.984408855438232,1.813898814451105,133.36069636199622,33.340174090499055,133.36069636199622,2.190027374108931,0.018985278190659607,0.013814844903910975,0.022987074371953034,0.07481389382812509,True,False,False,True,0.0033690533072766793,0.013814844903910975,15,False
C0,83193,6,H2Fe3Zn,Fe;H;Zn,3,1.8111232187661572,1.8111232187661572,1.835496156785129,1.8633110569938272,0,0,6,4.333333333333333,1.83854739306465,2.5937629177662602,3.8888352521494394,5.191337585449219,89.97753801184574,90.01045269425072,89.9744097880626,2.5937629177662602,5.191337585449219,2.001469583010301,52.36354124468278,8.727256874113797,52.36354124468278,2.0014701948716698,0.013512690737102703,0.05912545686266993,0.1708017232776145,0.103711851858594,False,False,True,True,0.011731127298619706,0.05912545686266993,14,False
C0,83194,12,As5Eu6Li,As;Eu;Li,3,2.650792394185319,2.650792394185319,2.902680948980737,2.8842036246986695,0,0,0,0.6666666666666666,2.666481251345866,4.591852563111751,4.589209363718815,17.993297576904297,83.06070099552596,83.05835798192348,60.74893223362104,4.589209363718815,17.993297576904297,3.920783767059088,327.5617720358744,27.296814336322868,327.5617720358744,5.487051042266756,0.02474187301336279,0.1790795452950925,0.3696559189603333,0.12196530751464607,False,False,True,True,0.042364736402128254,0.1790795452950925,54,False
C0,83195,4,CoFeIrRh,Co;Fe;Ir;Rh,4,2.62134449253764,2.62134449253764,2.6214906441275323,2.6214906441275323,0,0,0,3.0,2.62547182049145,3.7124120627996002,3.7071037806420217,4.611936092376709,113.76754348746161,113.7062361332405,90.02495237547014,3.7071037806420217,4.611936092376709,1.244080653058486,52.17695616123303,13.044239040308257,52.17695616123303,1.9878363583563172,0.005241991902349811,0.0036984957306309086,0.004769828297370881,0.07232146738240441,True,False,False,True,0.0014302384548383219,0.0036984957306309086,3,False
C0,83196,18,B6Co11Gd,B;Co;Gd,3,1.891736110005481,1.891736110005481,1.955672987612024,2.0147302549301487,0,0,15,10.333333333333334,1.8576703413136404,4.952738182139384,5.615617792577825,6.5929975509643555,100.14255373253808,89.95109151910822,90.22013949301376,4.952738182139384,6.5929975509643555,1.3311823295525882,180.50205806200145,10.027892114555636,180.50205806200145,1.3745071720472182,0.00034195531839436373,0.44887358614478473,0.807784036837106,0.5109347374269406,False,False,True,True,0.054411323817557644,0.44887358614478473,82,False
C0,83197,12,F4Fe4O4,F;Fe;O,3,1.8918257393358184,1.8918257393358184,1.9194951914260467,1.9578980427043629,0,0,12,6.833333333333333,1.8951025620137523,5.650637589872382,5.662227278926139,5.592613220214844,119.95970575389283,89.92220664806298,90.26385269590618,5.592613220214844,5.662227278926139,1.0124475010107388,155.0249146718903,12.918742889324191,155.0249146718903,1.730949454359996,0.0021315269220089747,0.07322303435105962,0.11837185123965789,0.10826467870044887,False,False,True,True,0.005508619470607444,0.07322303435105962,27,False
C0,83198,20,BaEu4Fe4O11,Ba;Eu;Fe;O,4,1.8990910299029327,1.8990910299029327,1.970107779235029,2.066923197842894,0,0,10,6.1,1.8979181965409209,5.79890512652148,6.424995331874157,10.542800903320312,101.15700763919696,97.88292155471922,119.48634782907448,5.79890512652148,10.542800903320312,1.818067492620714,322.80349762291945,16.140174881145974,322.80349762291945,2.6347407561215386,0.0011110390657225388,0.25989906875834334,0.711450386655536,0.08395684398439762,True,True,True,True,0.24908446520550206,0.25989906875834334,547,True
C0,83199,8,Eu3O4Sr,Eu;O;Sr,3,2.5576450545829776,2.5576450545829776,2.5577774557929773,2.5579741624169996,0,0,0,3.0,2.557381397046468,5.122291045557219,5.118109317399076,5.118670463562012,90.01081469400374,90.03417393883466,90.0204794111126,5.118109317399076,5.122291045557219,1.0008170454945007,134.19331053940297,16.77416381742537,134.19331053940297,1.0011046275789894,-0.0010086879535720736,0.00637667137081366,0.010556858570450776,0.017238101943359396,True,False,False,True,0.0015602439830921398,0.00637667137081366,2,False
C0,83200,4,GdRh2Y,Gd;Rh;Y,3,2.975981461281073,2.975981461281073,2.976142581918361,2.9764824257701847,0,0,0,2.0,2.990226727151568,3.4390051467875913,4.865922938829758,4.865653991699219,90.003847900967,90.02179080860516,90.02322514902397,3.4390051467875913,4.865922938829758,1.4149216797116646,81.42152015002232,20.35538003750558,81.42152015002232,1.4149445754231813,0.013870094752634248,0.007081264011235154,0.0095496233713901,0.015266130061034389,True,False,False,True,0.0014356765576194323,0.007081264011235154,4,False
